Date,Company,Country,Pacient_Category,Treatments,Avg treatment time in minutes
02/08/2022 00:00,VetGroup,Spain,Dogs,15,73.74
02/08/2022 00:00,VetGroup,Spain,Cats,6,52.35
02/08/2022 00:00,VetGroup,France,Dogs,29,118.79
02/08/2022 00:00,VetGroup,France,Cats,14,89.31
02/08/2022 00:00,VetGroup,Germany,Dogs,19,142.79
02/08/2022 00:00,VetGroup,Germany,Cats,5,277.2
02/08/2022 00:00,VetGroup,Italy,Dogs,9,31.48
02/08/2022 00:00,VetGroup,Italy,Cats,6,31.33
02/08/2022 00:00,VetGroup,Italy,Birds,1,24.71
02/08/2022 00:00,VetGroup,Poland,Dogs,30,18.27
02/08/2022 00:00,VetGroup,Poland,Cats,33,12.05
03/08/2022 00:00,VetGroup,Portugal,Dogs,8,132.32
03/08/2022 00:00,VetGroup,Portugal,Cats,5,35.27
03/08/2022 00:00,VetGroup,Spain,Dogs,16,92.24
03/08/2022 00:00,VetGroup,Spain,Cats,5,41.96
03/08/2022 00:00,VetGroup,France,Dogs,23,105.59
03/08/2022 00:00,VetGroup,France,Cats,11,77.04
03/08/2022 00:00,VetGroup,Germany,Dogs,16,88.29
03/08/2022 00:00,VetGroup,Germany,Cats,4,69.35
03/08/2022 00:00,VetGroup,Italy,Dogs,10,28.6
03/08/2022 00:00,VetGroup,Italy,Cats,7,34.35
03/08/2022 00:00,VetGroup,Poland,Dogs,30,17.41
03/08/2022 00:00,VetGroup,Poland,Cats,27,8.22
04/08/2022 00:00,VetGroup,Portugal,Dogs,11,40.99
04/08/2022 00:00,VetGroup,Portugal,Cats,6,25.61
04/08/2022 00:00,VetGroup,Spain,Dogs,13,88.84
04/08/2022 00:00,VetGroup,Spain,Cats,4,85.02
04/08/2022 00:00,VetGroup,France,Dogs,26,94.75
04/08/2022 00:00,VetGroup,France,Cats,12,70.22
04/08/2022 00:00,VetGroup,Germany,Dogs,14,108.62
04/08/2022 00:00,VetGroup,Germany,Cats,4,88.61
04/08/2022 00:00,VetGroup,Italy,Dogs,9,41.71
04/08/2022 00:00,VetGroup,Italy,Cats,7,96.98
04/08/2022 00:00,VetGroup,Poland,Dogs,33,17.09
04/08/2022 00:00,VetGroup,Poland,Cats,25,8.48
05/08/2022 00:00,VetGroup,Portugal,Dogs,9,39.42
05/08/2022 00:00,VetGroup,Portugal,Cats,4,24.85
05/08/2022 00:00,VetGroup,Spain,Dogs,14,39.96
05/08/2022 00:00,VetGroup,Spain,Cats,7,36.39
05/08/2022 00:00,VetGroup,France,Dogs,25,97.76
05/08/2022 00:00,VetGroup,France,Cats,10,79.54
05/08/2022 00:00,VetGroup,Germany,Dogs,16,118.59
05/08/2022 00:00,VetGroup,Germany,Cats,5,114.4
05/08/2022 00:00,VetGroup,Italy,Dogs,8,38.47
05/08/2022 00:00,VetGroup,Italy,Cats,5,44.64
05/08/2022 00:00,VetGroup,Poland,Dogs,34,15.57
05/08/2022 00:00,VetGroup,Poland,Cats,23,9.09
08/08/2022 00:00,VetGroup,Portugal,Dogs,11,49.79
08/08/2022 00:00,VetGroup,Portugal,Cats,7,57.82
08/08/2022 00:00,VetGroup,Spain,Dogs,17,105.49
08/08/2022 00:00,VetGroup,Spain,Cats,4,14726.01
08/08/2022 00:00,VetGroup,France,Dogs,26,115.01
08/08/2022 00:00,VetGroup,France,Cats,12,130.74
08/08/2022 00:00,VetGroup,Germany,Dogs,16,155.06
08/08/2022 00:00,VetGroup,Germany,Cats,5,115.64
08/08/2022 00:00,VetGroup,Italy,Dogs,11,60.3
08/08/2022 00:00,VetGroup,Italy,Cats,4,9841.7
08/08/2022 00:00,VetGroup,Poland,Dogs,32,18.76
08/08/2022 00:00,VetGroup,Poland,Cats,40,13.68
09/08/2022 00:00,VetGroup,Portugal,Dogs,7,51.64
09/08/2022 00:00,VetGroup,Portugal,Cats,6,88.84
09/08/2022 00:00,VetGroup,Spain,Dogs,11,43.16
09/08/2022 00:00,VetGroup,Spain,Cats,3,21.14
09/08/2022 00:00,VetGroup,France,Dogs,21,105.8
09/08/2022 00:00,VetGroup,France,Cats,9,72.37
09/08/2022 00:00,VetGroup,Germany,Dogs,11,104.34
09/08/2022 00:00,VetGroup,Germany,Cats,4,112.75
09/08/2022 00:00,VetGroup,Italy,Dogs,10,37.02
09/08/2022 00:00,VetGroup,Italy,Cats,4,127.78
09/08/2022 00:00,VetGroup,Poland,Dogs,24,21.39
09/08/2022 00:00,VetGroup,Poland,Cats,29,11.23
10/08/2022 00:00,VetGroup,Portugal,Dogs,7,72.25
10/08/2022 00:00,VetGroup,Portugal,Cats,5,24.38
10/08/2022 00:00,VetGroup,Spain,Dogs,10,66.38
10/08/2022 00:00,VetGroup,Spain,Cats,5,22.09
10/08/2022 00:00,VetGroup,France,Dogs,19,126.66
10/08/2022 00:00,VetGroup,France,Cats,8,112.53
10/08/2022 00:00,VetGroup,Germany,Dogs,11,128.68
10/08/2022 00:00,VetGroup,Germany,Cats,3,134.84
10/08/2022 00:00,VetGroup,Italy,Dogs,7,30.48
10/08/2022 00:00,VetGroup,Italy,Cats,4,47.98
10/08/2022 00:00,VetGroup,Poland,Dogs,15,24.92
10/08/2022 00:00,VetGroup,Poland,Cats,31,14.28
11/08/2022 00:00,VetGroup,Portugal,Dogs,6,110.56
11/08/2022 00:00,VetGroup,Portugal,Cats,4,29.5
11/08/2022 00:00,VetGroup,Spain,Dogs,12,177.42
11/08/2022 00:00,VetGroup,Spain,Cats,3,31.9
11/08/2022 00:00,VetGroup,France,Dogs,21,125.73
11/08/2022 00:00,VetGroup,France,Cats,8,76.33
11/08/2022 00:00,VetGroup,Germany,Dogs,11,125.96
11/08/2022 00:00,VetGroup,Germany,Cats,4,116.16
11/08/2022 00:00,VetGroup,Italy,Dogs,10,259.88
11/08/2022 00:00,VetGroup,Italy,Cats,4,282.46
11/08/2022 00:00,VetGroup,Poland,Dogs,18,26.81
11/08/2022 00:00,VetGroup,Poland,Cats,30,8.72
12/08/2022 00:00,VetGroup,Portugal,Dogs,8,62.2
12/08/2022 00:00,VetGroup,Portugal,Cats,6,54.01
12/08/2022 00:00,VetGroup,Spain,Dogs,10,51.45
12/08/2022 00:00,VetGroup,Spain,Cats,6,13.07
12/08/2022 00:00,VetGroup,France,Dogs,28,100.82
12/08/2022 00:00,VetGroup,France,Cats,10,123.79
12/08/2022 00:00,VetGroup,Germany,Dogs,9,114.96
12/08/2022 00:00,VetGroup,Germany,Cats,4,83.92
12/08/2022 00:00,VetGroup,Italy,Dogs,6,256.95
12/08/2022 00:00,VetGroup,Italy,Cats,5,65.21
12/08/2022 00:00,VetGroup,Poland,Dogs,23,15.93
12/08/2022 00:00,VetGroup,Poland,Cats,33,7.13
15/08/2022 00:00,VetGroup,Portugal,Dogs,6,45.88
15/08/2022 00:00,VetGroup,Portugal,Cats,3,46.85
15/08/2022 00:00,VetGroup,Spain,Dogs,7,38.79
15/08/2022 00:00,VetGroup,Spain,Cats,2,384.26
15/08/2022 00:00,VetGroup,France,Dogs,19,91.16
15/08/2022 00:00,VetGroup,France,Cats,6,100.44
15/08/2022 00:00,VetGroup,Germany,Dogs,6,111.78
15/08/2022 00:00,VetGroup,Germany,Cats,1,127.28
15/08/2022 00:00,VetGroup,Italy,Dogs,5,75.39
15/08/2022 00:00,VetGroup,Italy,Cats,3,33.85
15/08/2022 00:00,VetGroup,Poland,Dogs,18,15.04
15/08/2022 00:00,VetGroup,Poland,Cats,26,9.01
16/08/2022 00:00,VetGroup,Portugal,Dogs,9,40.84
16/08/2022 00:00,VetGroup,Portugal,Cats,4,28.87
16/08/2022 00:00,VetGroup,Spain,Dogs,15,52.11
16/08/2022 00:00,VetGroup,Spain,Cats,3,27.1
16/08/2022 00:00,VetGroup,France,Dogs,25,96.25
16/08/2022 00:00,VetGroup,France,Cats,8,62.28
16/08/2022 00:00,VetGroup,Germany,Dogs,15,105.41
16/08/2022 00:00,VetGroup,Germany,Cats,2,133.9
16/08/2022 00:00,VetGroup,Italy,Dogs,7,37.55
16/08/2022 00:00,VetGroup,Italy,Cats,4,43.2
16/08/2022 00:00,VetGroup,Poland,Dogs,22,17.94
16/08/2022 00:00,VetGroup,Poland,Cats,24,8.85
17/08/2022 00:00,VetGroup,Portugal,Dogs,8,44.85
17/08/2022 00:00,VetGroup,Portugal,Cats,3,25.98
17/08/2022 00:00,VetGroup,Spain,Dogs,14,40.98
17/08/2022 00:00,VetGroup,Spain,Cats,3,32.5
17/08/2022 00:00,VetGroup,France,Dogs,20,97.58
17/08/2022 00:00,VetGroup,France,Cats,6,126.18
17/08/2022 00:00,VetGroup,Germany,Dogs,14,114.89
17/08/2022 00:00,VetGroup,Germany,Cats,2,89.22
17/08/2022 00:00,VetGroup,Italy,Dogs,9,119.57
17/08/2022 00:00,VetGroup,Italy,Cats,5,34.4
17/08/2022 00:00,VetGroup,Poland,Dogs,23,18.75
17/08/2022 00:00,VetGroup,Poland,Cats,20,12.65
18/08/2022 00:00,VetGroup,Portugal,Dogs,8,33.35
18/08/2022 00:00,VetGroup,Portugal,Cats,2,28.57
18/08/2022 00:00,VetGroup,Spain,Dogs,14,78.33
18/08/2022 00:00,VetGroup,Spain,Cats,2,36.47
18/08/2022 00:00,VetGroup,France,Dogs,21,98.78
18/08/2022 00:00,VetGroup,France,Cats,7,133.51
18/08/2022 00:00,VetGroup,Germany,Dogs,16,114.04
18/08/2022 00:00,VetGroup,Germany,Cats,2,172.87
18/08/2022 00:00,VetGroup,Italy,Dogs,8,36.56
18/08/2022 00:00,VetGroup,Italy,Cats,3,34.84
18/08/2022 00:00,VetGroup,Poland,Dogs,21,18.15
18/08/2022 00:00,VetGroup,Poland,Cats,24,13.55
19/08/2022 00:00,VetGroup,Portugal,Dogs,8,49.9
19/08/2022 00:00,VetGroup,Portugal,Cats,3,30.32
19/08/2022 00:00,VetGroup,Spain,Dogs,10,91.92
19/08/2022 00:00,VetGroup,Spain,Cats,3,22.4
19/08/2022 00:00,VetGroup,France,Dogs,21,106.61
19/08/2022 00:00,VetGroup,France,Cats,6,76.11
19/08/2022 00:00,VetGroup,Germany,Dogs,12,120.47
19/08/2022 00:00,VetGroup,Germany,Cats,2,93.56
19/08/2022 00:00,VetGroup,Italy,Dogs,9,45.88
19/08/2022 00:00,VetGroup,Italy,Cats,5,31.01
19/08/2022 00:00,VetGroup,Poland,Dogs,20,19.95
19/08/2022 00:00,VetGroup,Poland,Cats,20,8.15
22/08/2022 00:00,VetGroup,Portugal,Dogs,10,80.14
22/08/2022 00:00,VetGroup,Portugal,Cats,4,35.02
22/08/2022 00:00,VetGroup,Spain,Dogs,11,170.84
22/08/2022 00:00,VetGroup,Spain,Cats,2,57.12
22/08/2022 00:00,VetGroup,France,Dogs,25,103.6
22/08/2022 00:00,VetGroup,France,Cats,10,65.14
22/08/2022 00:00,VetGroup,Germany,Dogs,12,99.29
22/08/2022 00:00,VetGroup,Germany,Cats,2,89.19
22/08/2022 00:00,VetGroup,Italy,Dogs,10,178.48
22/08/2022 00:00,VetGroup,Italy,Cats,6,51.84
22/08/2022 00:00,VetGroup,Poland,Dogs,33,15.94
22/08/2022 00:00,VetGroup,Poland,Cats,28,8.13
23/08/2022 00:00,VetGroup,Portugal,Dogs,8,115.06
23/08/2022 00:00,VetGroup,Portugal,Cats,4,36.28
23/08/2022 00:00,VetGroup,Spain,Dogs,15,50.65
23/08/2022 00:00,VetGroup,Spain,Cats,2,59.66
23/08/2022 00:00,VetGroup,France,Dogs,20,92.96
23/08/2022 00:00,VetGroup,France,Cats,8,71.59
23/08/2022 00:00,VetGroup,Germany,Dogs,12,117.56
23/08/2022 00:00,VetGroup,Germany,Cats,3,90.79
23/08/2022 00:00,VetGroup,Italy,Dogs,9,45.08
23/08/2022 00:00,VetGroup,Italy,Cats,4,36.42
23/08/2022 00:00,VetGroup,Poland,Dogs,23,19.41
23/08/2022 00:00,VetGroup,Poland,Cats,21,8.41
24/08/2022 00:00,VetGroup,Portugal,Dogs,8,50.46
24/08/2022 00:00,VetGroup,Portugal,Cats,4,24.85
24/08/2022 00:00,VetGroup,Spain,Dogs,12,43.74
24/08/2022 00:00,VetGroup,Spain,Cats,3,48.74
24/08/2022 00:00,VetGroup,France,Dogs,21,112.92
24/08/2022 00:00,VetGroup,France,Cats,8,70.15
24/08/2022 00:00,VetGroup,Germany,Dogs,15,126.65
24/08/2022 00:00,VetGroup,Germany,Cats,3,105.08
24/08/2022 00:00,VetGroup,Italy,Dogs,9,37.62
24/08/2022 00:00,VetGroup,Italy,Cats,5,47.55
24/08/2022 00:00,VetGroup,Poland,Dogs,21,24.19
24/08/2022 00:00,VetGroup,Poland,Cats,18,11.06
25/08/2022 00:00,VetGroup,Portugal,Dogs,8,45.32
25/08/2022 00:00,VetGroup,Portugal,Cats,4,36.1
25/08/2022 00:00,VetGroup,Spain,Dogs,13,69.72
25/08/2022 00:00,VetGroup,Spain,Cats,3,243.05
25/08/2022 00:00,VetGroup,France,Dogs,21,116.46
25/08/2022 00:00,VetGroup,France,Cats,8,67.18
25/08/2022 00:00,VetGroup,Germany,Dogs,19,103.02
25/08/2022 00:00,VetGroup,Germany,Cats,5,129.09
25/08/2022 00:00,VetGroup,Italy,Dogs,8,55.26
25/08/2022 00:00,VetGroup,Italy,Cats,4,26.45
25/08/2022 00:00,VetGroup,Poland,Dogs,24,19.31
25/08/2022 00:00,VetGroup,Poland,Cats,19,9.7
26/08/2022 00:00,VetGroup,Portugal,Dogs,9,52.92
26/08/2022 00:00,VetGroup,Portugal,Cats,3,45.86
26/08/2022 00:00,VetGroup,Spain,Dogs,14,52.62
26/08/2022 00:00,VetGroup,Spain,Cats,4,24.18
26/08/2022 00:00,VetGroup,France,Dogs,25,109.07
26/08/2022 00:00,VetGroup,France,Cats,9,83.75
26/08/2022 00:00,VetGroup,Germany,Dogs,19,96.91
26/08/2022 00:00,VetGroup,Germany,Cats,4,65.94
26/08/2022 00:00,VetGroup,Italy,Dogs,9,39.35
26/08/2022 00:00,VetGroup,Italy,Cats,5,211.42
26/08/2022 00:00,VetGroup,Poland,Dogs,26,17.12
26/08/2022 00:00,VetGroup,Poland,Cats,22,10.28
29/08/2022 00:00,VetGroup,Portugal,Dogs,12,49.15
29/08/2022 00:00,VetGroup,Portugal,Cats,6,20.45
29/08/2022 00:00,VetGroup,Spain,Dogs,15,62.22
29/08/2022 00:00,VetGroup,Spain,Cats,4,46.58
29/08/2022 00:00,VetGroup,France,Dogs,29,90.22
29/08/2022 00:00,VetGroup,France,Cats,13,66.26
29/08/2022 00:00,VetGroup,Germany,Dogs,13,146.95
29/08/2022 00:00,VetGroup,Germany,Cats,4,85.98
29/08/2022 00:00,VetGroup,Italy,Dogs,8,40.9
29/08/2022 00:00,VetGroup,Italy,Cats,4,39.92
29/08/2022 00:00,VetGroup,Poland,Dogs,38,14.24
29/08/2022 00:00,VetGroup,Poland,Cats,38,7.49
30/08/2022 00:00,VetGroup,Portugal,Dogs,11,43.61
30/08/2022 00:00,VetGroup,Portugal,Cats,6,45.34
30/08/2022 00:00,VetGroup,Spain,Dogs,16,74.16
30/08/2022 00:00,VetGroup,Spain,Cats,6,24.12
30/08/2022 00:00,VetGroup,France,Dogs,25,98.34
30/08/2022 00:00,VetGroup,France,Cats,14,82.14
30/08/2022 00:00,VetGroup,Germany,Dogs,14,119.68
30/08/2022 00:00,VetGroup,Germany,Cats,4,93.88
30/08/2022 00:00,VetGroup,Italy,Dogs,7,36.35
30/08/2022 00:00,VetGroup,Italy,Cats,6,117.38
30/08/2022 00:00,VetGroup,Poland,Dogs,30,14.85
30/08/2022 00:00,VetGroup,Poland,Cats,29,9.95
31/08/2022 00:00,VetGroup,Portugal,Dogs,9,52.94
31/08/2022 00:00,VetGroup,Portugal,Cats,6,24.84
31/08/2022 00:00,VetGroup,Spain,Dogs,19,52.34
31/08/2022 00:00,VetGroup,Spain,Cats,6,22.1
31/08/2022 00:00,VetGroup,France,Dogs,26,101.64
31/08/2022 00:00,VetGroup,France,Cats,12,63.71
31/08/2022 00:00,VetGroup,Germany,Dogs,17,108.44
31/08/2022 00:00,VetGroup,Germany,Cats,5,67.62
31/08/2022 00:00,VetGroup,Italy,Dogs,6,42.15
31/08/2022 00:00,VetGroup,Italy,Cats,6,25.66
31/08/2022 00:00,VetGroup,Poland,Dogs,29,15.9
31/08/2022 00:00,VetGroup,Poland,Cats,28,14.14
01/09/2022 00:00,VetGroup,Portugal,Dogs,8,44.76
01/09/2022 00:00,VetGroup,Portugal,Cats,5,45.96
01/09/2022 00:00,VetGroup,Spain,Dogs,13,41.87
01/09/2022 00:00,VetGroup,Spain,Cats,6,28.62
01/09/2022 00:00,VetGroup,France,Dogs,23,94.95
01/09/2022 00:00,VetGroup,France,Cats,11,89.25
01/09/2022 00:00,VetGroup,Germany,Dogs,16,139.89
01/09/2022 00:00,VetGroup,Germany,Cats,4,93.69
01/09/2022 00:00,VetGroup,Italy,Dogs,6,44.74
01/09/2022 00:00,VetGroup,Italy,Cats,5,36.54
01/09/2022 00:00,VetGroup,Poland,Dogs,38,12.88
01/09/2022 00:00,VetGroup,Poland,Cats,28,12.89
02/09/2022 00:00,VetGroup,Portugal,Dogs,11,58.58
02/09/2022 00:00,VetGroup,Portugal,Cats,5,26.37
02/09/2022 00:00,VetGroup,Spain,Dogs,19,78.54
02/09/2022 00:00,VetGroup,Spain,Cats,4,37.74
02/09/2022 00:00,VetGroup,France,Dogs,30,90.03
02/09/2022 00:00,VetGroup,France,Cats,14,61.43
02/09/2022 00:00,VetGroup,Germany,Dogs,19,95.06
02/09/2022 00:00,VetGroup,Germany,Cats,4,79.82
02/09/2022 00:00,VetGroup,Italy,Dogs,7,47.36
02/09/2022 00:00,VetGroup,Italy,Cats,3,61.96
02/09/2022 00:00,VetGroup,Poland,Dogs,41,14.26
02/09/2022 00:00,VetGroup,Poland,Cats,24,8.76
05/09/2022 00:00,VetGroup,Portugal,Dogs,14,41.16
05/09/2022 00:00,VetGroup,Portugal,Cats,7,30.72
05/09/2022 00:00,VetGroup,Spain,Dogs,16,47.65
05/09/2022 00:00,VetGroup,Spain,Cats,5,26.55
05/09/2022 00:00,VetGroup,Greece,Cats,1,118.24
05/09/2022 00:00,VetGroup,France,Dogs,36,109.66
05/09/2022 00:00,VetGroup,France,Cats,12,107.74
05/09/2022 00:00,VetGroup,Germany,Dogs,16,95.52
05/09/2022 00:00,VetGroup,Germany,Cats,4,100.99
05/09/2022 00:00,VetGroup,Italy,Dogs,7,47.58
05/09/2022 00:00,VetGroup,Italy,Cats,5,70.15
05/09/2022 00:00,VetGroup,Poland,Dogs,47,14.06
05/09/2022 00:00,VetGroup,Poland,Cats,35,10.01
06/09/2022 00:00,VetGroup,Portugal,Dogs,13,43.99
06/09/2022 00:00,VetGroup,Portugal,Cats,5,28.98
06/09/2022 00:00,VetGroup,Spain,Dogs,12,44.08
06/09/2022 00:00,VetGroup,Spain,Cats,4,21.76
06/09/2022 00:00,VetGroup,France,Dogs,28,100.45
06/09/2022 00:00,VetGroup,France,Cats,12,74.63
06/09/2022 00:00,VetGroup,Germany,Dogs,17,105.76
06/09/2022 00:00,VetGroup,Germany,Cats,2,80.29
06/09/2022 00:00,VetGroup,Italy,Dogs,7,45.05
06/09/2022 00:00,VetGroup,Italy,Cats,5,38.1
06/09/2022 00:00,VetGroup,Poland,Dogs,42,12.16
06/09/2022 00:00,VetGroup,Poland,Cats,29,10.61
07/09/2022 00:00,VetGroup,Portugal,Dogs,8,86.62
07/09/2022 00:00,VetGroup,Portugal,Cats,5,67.23
07/09/2022 00:00,VetGroup,Spain,Dogs,16,50.19
07/09/2022 00:00,VetGroup,Spain,Cats,4,42.66
07/09/2022 00:00,VetGroup,Greece,Cats,2,59.41
07/09/2022 00:00,VetGroup,France,Dogs,23,302.03
07/09/2022 00:00,VetGroup,France,Cats,12,113.75
07/09/2022 00:00,VetGroup,Germany,Dogs,17,591.76
07/09/2022 00:00,VetGroup,Germany,Cats,3,104.28
07/09/2022 00:00,VetGroup,Italy,Dogs,6,44.55
07/09/2022 00:00,VetGroup,Italy,Cats,4,161.22
07/09/2022 00:00,VetGroup,Poland,Dogs,27,66.63
07/09/2022 00:00,VetGroup,Poland,Cats,23,10.85
08/09/2022 00:00,VetGroup,Portugal,Dogs,10,66.95
08/09/2022 00:00,VetGroup,Portugal,Cats,6,31.61
08/09/2022 00:00,VetGroup,Spain,Dogs,11,98.44
08/09/2022 00:00,VetGroup,Spain,Cats,4,30.73
08/09/2022 00:00,VetGroup,France,Dogs,23,123.24
08/09/2022 00:00,VetGroup,France,Cats,12,81.26
08/09/2022 00:00,VetGroup,Germany,Dogs,14,141.05
08/09/2022 00:00,VetGroup,Germany,Cats,3,120.79
08/09/2022 00:00,VetGroup,Italy,Dogs,7,36.4
08/09/2022 00:00,VetGroup,Italy,Cats,5,44.62
08/09/2022 00:00,VetGroup,Poland,Dogs,31,17.6
08/09/2022 00:00,VetGroup,Poland,Cats,26,10.52
09/09/2022 00:00,VetGroup,Portugal,Dogs,10,48.91
09/09/2022 00:00,VetGroup,Portugal,Cats,4,62.71
09/09/2022 00:00,VetGroup,Spain,Dogs,16,48.49
09/09/2022 00:00,VetGroup,Spain,Cats,5,32.38
09/09/2022 00:00,VetGroup,France,Dogs,26,140.99
09/09/2022 00:00,VetGroup,France,Cats,10,90.48
09/09/2022 00:00,VetGroup,Germany,Dogs,15,154.42
09/09/2022 00:00,VetGroup,Germany,Cats,5,100.3
09/09/2022 00:00,VetGroup,Italy,Dogs,6,157.64
09/09/2022 00:00,VetGroup,Italy,Cats,5,73.36
09/09/2022 00:00,VetGroup,Poland,Dogs,34,19.43
09/09/2022 00:00,VetGroup,Poland,Cats,22,16.33
12/09/2022 00:00,VetGroup,Portugal,Dogs,11,47.12
12/09/2022 00:00,VetGroup,Portugal,Cats,6,32.56
12/09/2022 00:00,VetGroup,Spain,Dogs,13,49.19
12/09/2022 00:00,VetGroup,Spain,Cats,5,43.28
12/09/2022 00:00,VetGroup,Greece,Cats,1,129.41
12/09/2022 00:00,VetGroup,France,Dogs,26,134.55
12/09/2022 00:00,VetGroup,France,Cats,14,65.82
12/09/2022 00:00,VetGroup,Germany,Dogs,14,126.29
12/09/2022 00:00,VetGroup,Germany,Cats,4,86.49
12/09/2022 00:00,VetGroup,Italy,Dogs,6,63.26
12/09/2022 00:00,VetGroup,Italy,Cats,7,59.68
12/09/2022 00:00,VetGroup,Poland,Dogs,36,17.79
12/09/2022 00:00,VetGroup,Poland,Cats,29,13.56
13/09/2022 00:00,VetGroup,Portugal,Dogs,9,62.73
13/09/2022 00:00,VetGroup,Portugal,Cats,5,28.46
13/09/2022 00:00,VetGroup,Spain,Dogs,14,57.26
13/09/2022 00:00,VetGroup,Spain,Cats,4,33.29
13/09/2022 00:00,VetGroup,France,Dogs,22,122.95
13/09/2022 00:00,VetGroup,France,Cats,13,67.96
13/09/2022 00:00,VetGroup,Germany,Dogs,16,186.72
13/09/2022 00:00,VetGroup,Germany,Cats,3,94.4
13/09/2022 00:00,VetGroup,Italy,Dogs,8,49.38
13/09/2022 00:00,VetGroup,Italy,Cats,4,51.26
13/09/2022 00:00,VetGroup,Poland,Dogs,32,17.14
13/09/2022 00:00,VetGroup,Poland,Cats,19,11.65
14/09/2022 00:00,VetGroup,Portugal,Dogs,9,55.66
14/09/2022 00:00,VetGroup,Portugal,Cats,5,38.09
14/09/2022 00:00,VetGroup,Spain,Dogs,13,62.84
14/09/2022 00:00,VetGroup,Spain,Cats,2,33
14/09/2022 00:00,VetGroup,France,Dogs,23,132.35
14/09/2022 00:00,VetGroup,France,Cats,11,65.51
14/09/2022 00:00,VetGroup,Germany,Dogs,16,135.19
14/09/2022 00:00,VetGroup,Germany,Cats,3,107.92
14/09/2022 00:00,VetGroup,Italy,Dogs,8,58.81
14/09/2022 00:00,VetGroup,Italy,Cats,3,423.7
14/09/2022 00:00,VetGroup,Poland,Dogs,33,20.98
14/09/2022 00:00,VetGroup,Poland,Cats,18,11.76
15/09/2022 00:00,VetGroup,Portugal,Dogs,11,69.19
15/09/2022 00:00,VetGroup,Portugal,Cats,5,38.04
15/09/2022 00:00,VetGroup,Spain,Dogs,15,141.12
15/09/2022 00:00,VetGroup,Spain,Cats,4,27.58
15/09/2022 00:00,VetGroup,France,Dogs,26,127.63
15/09/2022 00:00,VetGroup,France,Cats,14,69.96
15/09/2022 00:00,VetGroup,Germany,Dogs,16,131.66
15/09/2022 00:00,VetGroup,Germany,Cats,6,98.89
15/09/2022 00:00,VetGroup,Italy,Dogs,7,47.53
15/09/2022 00:00,VetGroup,Italy,Cats,7,79.08
15/09/2022 00:00,VetGroup,Poland,Dogs,37,15.71
15/09/2022 00:00,VetGroup,Poland,Cats,17,14.6
16/09/2022 00:00,VetGroup,Portugal,Dogs,10,60.49
16/09/2022 00:00,VetGroup,Portugal,Cats,3,65.71
16/09/2022 00:00,VetGroup,Spain,Dogs,20,94.01
16/09/2022 00:00,VetGroup,Spain,Cats,2,24.76
16/09/2022 00:00,VetGroup,France,Dogs,26,110.98
16/09/2022 00:00,VetGroup,France,Cats,6,135.33
16/09/2022 00:00,VetGroup,Germany,Dogs,18,149.24
16/09/2022 00:00,VetGroup,Germany,Cats,5,213.81
16/09/2022 00:00,VetGroup,Italy,Dogs,10,38.69
16/09/2022 00:00,VetGroup,Italy,Cats,3,182.75
16/09/2022 00:00,VetGroup,Poland,Dogs,39,17.43
16/09/2022 00:00,VetGroup,Poland,Cats,10,15.37
19/09/2022 00:00,VetGroup,Portugal,Dogs,11,57.51
19/09/2022 00:00,VetGroup,Portugal,Cats,6,26.38
19/09/2022 00:00,VetGroup,Spain,Dogs,14,119.09
19/09/2022 00:00,VetGroup,Spain,Cats,4,20.62
19/09/2022 00:00,VetGroup,France,Dogs,27,116.94
19/09/2022 00:00,VetGroup,France,Cats,16,69.71
19/09/2022 00:00,VetGroup,Germany,Dogs,14,121.05
19/09/2022 00:00,VetGroup,Germany,Cats,4,76.11
19/09/2022 00:00,VetGroup,Italy,Dogs,8,67.02
19/09/2022 00:00,VetGroup,Italy,Cats,4,62.65
19/09/2022 00:00,VetGroup,Poland,Dogs,44,15.71
19/09/2022 00:00,VetGroup,Poland,Cats,19,11.41
20/09/2022 00:00,VetGroup,Portugal,Dogs,10,71.18
20/09/2022 00:00,VetGroup,Portugal,Cats,5,34.06
20/09/2022 00:00,VetGroup,Spain,Dogs,13,46.46
20/09/2022 00:00,VetGroup,Spain,Cats,3,49.16
20/09/2022 00:00,VetGroup,France,Dogs,22,125.06
20/09/2022 00:00,VetGroup,France,Cats,11,67.09
20/09/2022 00:00,VetGroup,Germany,Dogs,14,131.3
20/09/2022 00:00,VetGroup,Germany,Cats,3,109.02
20/09/2022 00:00,VetGroup,Italy,Dogs,12,46.01
20/09/2022 00:00,VetGroup,Italy,Cats,4,65.74
20/09/2022 00:00,VetGroup,Poland,Dogs,33,24.85
20/09/2022 00:00,VetGroup,Poland,Cats,18,13.18
21/09/2022 00:00,VetGroup,Portugal,Dogs,8,64.61
21/09/2022 00:00,VetGroup,Portugal,Cats,3,26.6
21/09/2022 00:00,VetGroup,Spain,Dogs,13,87.08
21/09/2022 00:00,VetGroup,Spain,Cats,2,20.98
21/09/2022 00:00,VetGroup,France,Dogs,45,64.02
21/09/2022 00:00,VetGroup,France,Cats,18,37.8
21/09/2022 00:00,VetGroup,Germany,Dogs,15,192.05
21/09/2022 00:00,VetGroup,Germany,Cats,3,89.52
21/09/2022 00:00,VetGroup,Italy,Dogs,10,57.71
21/09/2022 00:00,VetGroup,Italy,Cats,3,49.35
21/09/2022 00:00,VetGroup,Poland,Dogs,29,22.58
